DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,14-00,11.5,215,0.97,4154.020753062628,0,1,70,66,,,,,,,,
,15-00,11.6,218,0.97,4248.60977971477,0,1,70,66,,,,,,,,
,16-00,11.3,227,0.97,4309.597020700079,0,1,68,79,,,,,,,,
,17-00,11.9,200,0.97,3998.61249435351,0,1,68,79,,,,,,,,
,18-00,11.7,36,0.97,707.6536061435706,0,1,68,79,,,,,,,,
,19-00,11.6,47,0.97,915.9846772779553,0,1,67,84,,,,,,,,
,20-00,11.7,44,0.97,864.9099630643641,0,1,67,84,,,,,,,,
,21-00,11.8,40,0.97,793.0021417373348,0,1,67,84,,,,,,,,
,22-00,11.7,36,0.97,707.6536061435706,0,1,60,87,,,,,,,,
,23-00,11.7,30,0.97,589.7113384529755,0,1,60,87,,,,,,,,
,24-00,11.7,102,0.97,2005.018550740117,0,1,60,87,,,,,,,,
2021-01-16,01-00,11.6,102,0.97,1987.8816400500305,0,1,63,87,,,,,,,,
,02-00,11.6,102,0.97,1987.8816400500305,0,1,63,87,,,,,,,,
,03-00,11.6,110,0.97,2143.7939255441506,0,1,63,87,,,,,,,,
,04-00,11.6,118,0.97,2299.7062110382703,0,1,78,48,,,,,,,,
,05-00,11.5,124,0.97,2395.807318045422,0,1,78,48,,,,,,,,
,06-00,11.4,190,0.97,3639.0733877183625,0,1,78,48,,,,,,,,
,07-00,11.6,231,0.97,4501.967243642716,0,1,86,25,,,,,,,,
,08-00,11.1,276,0.97,5147.121528445972,0,1,86,25,,,,,,,,
,09-00,11.1,287,0.97,5352.260429942006,0,1,86,25,,,,,,,,
,10-00,11.2,273,0.97,5137.04099274592,0,1,83,39,,,,,,,,
,11-00,11.3,152,0.97,2885.721353067894,0,1,83,39,,,,,,,,
,12-00,11.5,244,0.97,4714.330529057122,0,1,83,39,1.0,,,,,,,
,13-00,11.4,238,0.97,4558.418243563002,0,1,72,62,,,,,,,,
,14-00,11.4,267,0.97,5113.855760635804,0,1,72,62,,,,,,,,
,15-00,11.3,243,0.97,4613.357163128279,0,1,72,62,,,1.0,,,,,
,16-00,11.2,265,0.97,4986.504992958495,0,1,64,80,,,,,,,,
,17-00,11.5,232,0.97,4482.478207955952,0,1,64,80,,,,,,,,
,18-00,11.8,179,0.97,3548.684584274573,0,1,64,80,,,,,,,,
,19-00,11.8,51,0.97,1011.0777307151017,0,1,65,86,,,,,,,,
,20-00,11.8,45,0.97,892.1274094545015,0,1,65,86,,,,,,,,
,21-00,11.8,40,0.97,793.0021417373348,0,1,65,86,,,,,,,,
,22-00,11.8,36,0.97,713.7019275636012,0,1,63,87,,,,,,,,
,23-00,11.8,30,0.97,594.751606303001,0,1,63,87,,,,,,,,
,24-00,11.8,29,0.97,574.9265527595677,0,1,63,87,,,,,,,,
2021-01-17,01-00,11.8,109,0.97,2160.930836234237,1,1,67,88,,,,,,,,
,02-00,11.8,108,0.97,2141.1057826908036,1,1,67,88,,,,,,,,
,03-00,11.7,108,0.97,2122.960818430712,1,1,67,88,,,,,,,,
,04-00,11.8,118,0.97,2339.3563181251375,1,1,79,50,,,,,,,,
,05-00,11.3,154,0.97,2923.691370871419,1,1,79,50,,,,,,,,
,06-00,11.7,175,0.97,3439.9828076423573,1,1,79,50,,,,,,,,
,07-00,11.7,224,0.97,4403.1779937822175,1,1,86,30,,,,,,,,
,08-00,11.4,257,0.97,4922.325582334837,1,1,86,30,,,,,,,,
,09-00,11.4,257,0.97,4922.325582334837,1,1,86,30,,,,,,,,
,10-00,11.6,267,0.97,5203.572528366256,1,1,82,35,,,,,,,,
,11-00,11.6,246,0.97,4794.302778944191,1,1,82,35,,,,,,,,
,12-00,11.8,240,0.97,4758.012850424008,1,1,82,35,,,,,,,,
,13-00,11.9,236,0.97,4718.362743337142,1,1,73,63,,,,,,,,
,14-00,11.3,229,0.97,4347.567038503604,1,1,73,63,,,,,,,,
,15-00,11.3,225,0.97,4271.627002896555,1,1,73,63,,,,,,,,
,16-00,11.4,213,0.97,4079.592797810585,1,1,69,79,,,,,,,,
,17-00,11.6,204,0.97,3975.763280100061,1,1,69,79,,,,,,,,
,18-00,11.6,50,0.97,974.4517843382503,1,1,69,79,,,,,,,,
,19-00,11.6,48,0.97,935.4737129647202,1,1,66,84,,,,,,,,
,20-00,11.6,45,0.97,877.0066059044252,1,1,66,84,,,,,,,,
,21-00,11.7,42,0.97,825.5958738341658,1,1,66,84,,,,,,,,
,22-00,11.7,40,0.97,786.2817846039674,1,1,63,86,,,,,,,,
,23-00,11.7,36,0.97,707.6536061435706,1,1,63,86,,,,,,,,
,24-00,11.7,30,0.97,589.7113384529755,1,1,63,86,,,,,,,,
2021-01-18,01-00,11.7,110,0.97,2162.2749076609102,0,1,67,90,,,,,,,,
,02-00,11.7,110,0.97,2162.2749076609102,0,1,67,90,,,,,,,,
,03-00,11.7,115,0.97,2260.560130736406,0,1,67,90,,,,,,,,
,04-00,11.5,122,0.97,2357.165264528561,0,1,76,51,,,,,,,,
,05-00,11.4,128,0.97,2451.5862822523704,0,1,76,51,,,,,,,,
,06-00,11.5,179,0.97,3458.4637897591174,0,1,76,51,,,,,,,,
,07-00,11.3,230,0.97,4366.5520474053665,0,1,78,38,,,,,,,,
,08-00,11.2,265,0.97,4986.504992958495,0,1,78,38,,,,,,,,
,09-00,11.4,270,0.97,5171.314814126094,0,1,78,38,,,,,,,,
,10-00,11.6,272,0.97,5301.017706800081,0,1,77,37,,,,,,,,
,11-00,11.6,261,0.97,5086.638314245666,0,1,77,37,,,,,,,,
,12-00,11.5,241,0.97,4656.367448781828,0,1,77,37,,,,,,,,
,13-00,11.5,241,0.97,4656.367448781828,0,1,69,71,,,,,,,,
,14-00,11.6,210,0.97,4092.697494220651,0,1,69,71,,,,,,,,
,15-00,11.4,202,0.97,3868.909601679522,0,1,69,71,,,,,,,,
,16-00,11.4,202,0.97,3868.909601679522,0,1,65,82,,,,,,,,
,17-00,11.6,197,0.97,3839.3400302927057,0,1,65,82,,,,,,,,
,18-00,11.7,38,0.97,746.967695373769,0,1,65,82,,,,,,,,
,19-00,11.6,47,0.97,915.9846772779553,0,1,66,86,,,,,,,,
,20-00,11.6,42,0.97,818.5394988441301,0,1,66,86,,,,,,,,
,21-00,11.8,39,0.97,773.1770881939013,0,1,66,86,,,,,,,,
,22-00,11.8,33,0.97,654.2267669333012,0,1,62,91,,,,,,,,
,23-00,11.8,30,0.97,594.751606303001,0,1,62,91,,,,,,,,
,24-00,11.7,108,0.97,2122.960818430712,0,1,62,91,,,,,,,,
2021-01-19,01-00,11.7,108,0.99,2166.733206439593,0,1,67,92,,,,,,,,
,02-00,11.7,108,0.99,2166.733206439593,0,1,67,92,,,,,,,,
,03-00,11.7,108,0.99,2166.733206439593,0,1,67,92,,,,,,,,
,04-00,11.6,108,0.99,2148.2141192050663,0,1,77,55,,,,,,,,
,05-00,11.4,120,0.99,2345.751049706682,0,1,77,55,,,,,,,,
,06-00,11.2,146,0.99,2803.9269857312615,0,1,77,55,,,,,,,,
,07-00,11.2,174,0.99,3341.6664076523252,0,1,82,35,,,,,,,,
,08-00,11.3,255,0.99,4940.995357989623,0,1,82,35,,,,,,,,
,09-00,11.3,286,0.99,5541.665381902087,0,1,82,35,,,,,,,,
,10-00,11.8,269,0.99,5442.896916651278,0,1,81,35,,,,,,,,
,11-00,11.7,246,0.99,4935.336748001294,0,1,81,35,,,,,,,,
,12-00,11.5,238,0.99,4693.216829712856,0,1,81,35,,,,,,,,
,13-00,11.4,237,0.99,4632.858323170697,0,1,73,68,,,,,,,,
,14-00,11.4,223,0.99,4359.187367371584,0,1,73,68,,,,,,,,
,15-00,11.7,231,0.99,4634.40158044024,0,1,73,68,,,,,,,,
,16-00,11.8,198,0.99,4006.2958717358856,0,1,68,81,,,,,,,,
,17-00,11.7,184,0.99,3691.4713887489356,0,1,68,81,,,,,,,,
,18-00,11.8,38,0.99,768.8850662927457,0,1,68,81,,,,,,,,
,19-00,11.8,45,0.99,910.521789030883,0,1,64,87,,,,,,,,
,20-00,11.8,43,0.99,870.0541539628438,0,1,64,87,,,,,,,,
,21-00,11.8,39,0.99,789.1188838267653,0,1,64,87,,,,,,,,
,22-00,11.8,33,0.99,667.7159786226476,0,1,65,90,,,,,,,,
,23-00,11.8,32,0.99,647.4821610886279,0,1,65,90,,,,,,,,
,24-00,11.7,109,0.99,2186.795550943663,0,1,65,90,,,,,,,,
2021-01-20,01-00,11.7,109,0.97,2142.617863045811,0,1,66,92,,,,,,,,
,02-00,11.7,109,0.97,2142.617863045811,0,1,66,92,,,,,,,,
,03-00,11.7,109,0.97,2142.617863045811,0,1,66,92,,,,,,,,
,04-00,11.5,126,0.97,2434.449371562284,0,1,80,40,,,,,,,,
,05-00,11.4,158,0.97,3026.1768171552694,0,1,80,40,,,,,,,,
,06-00,11.5,165,0.97,3187.9694151410863,0,1,80,40,,,,,,,,
,07-00,11.6,221,0.97,4307.076886775066,0,1,86,26,,,,,,,,
,08-00,11.2,266,0.97,5005.321992931923,0,1,86,26,,,,,,,,
,09-00,11.2,262,0.97,4930.053993038209,0,1,86,26,,,,,,,,
,10-00,11.4,250,0.97,4788.254457524161,0,1,83,28,,,,,,,,
,11-00,11.5,242,0.97,4675.68847554026,0,1,83,28,,,,,,,,
,12-00,11.2,237,0.97,4459.628993702503,0,1,83,28,,,,,,,,
,13-00,11.4,216,0.97,4137.051851300875,0,1,72,67,,,,,,,,
,14-00,11.4,218,0.97,4175.357886961068,0,1,72,67,,,,,,,,
,15-00,11.5,208,0.97,4018.7735657536114,0,1,72,67,,,,,,,,
,16-00,11.5,219,0.97,4231.30486009635,0,1,69,78,,,,,,,,
,17-00,11.5,207,0.97,3999.4525389951805,0,1,69,78,,,,,,,,
,18-00,11.5,38,0.97,734.1990168203713,0,1,69,78,,,,,,,,
,19-00,11.6,45,0.97,877.0066059044252,0,1,66,86,,,,,,,,
,20-00,11.7,46,0.97,904.2240522945625,0,1,66,86,,,,,,,,
,21-00,11.7,40,0.97,786.2817846039674,0,1,66,86,,,,,,,,
,22-00,11.7,35,0.97,687.9965615284714,0,1,65,92,,,,,,,,
,23-00,11.7,33,0.97,648.6824722982731,0,1,65,92,,,,,,,,
,24-00,11.6,31,0.97,604.1601062897151,0,1,65,92,,,,,,,,
2021-01-21,01-00,11.6,105,0.95,2004.1559894379477,0,1,69,83,,,,,,,,
,02-00,11.6,105,0.95,2004.1559894379477,0,1,69,83,,,,,,,,
,03-00,11.6,105,0.95,2004.1559894379477,0,1,69,83,,,,,,,,
,04-00,11.6,105,0.95,2004.1559894379477,0,1,78,41,,,,,,,,
,05-00,11.2,142,0.95,2616.9209241396647,0,1,78,41,,,,,,,,
,06-00,11.3,165,0.95,3067.938294176563,0,1,78,41,,,,,,,,
,07-00,11.5,214,0.95,4049.4481855556564,0,1,84,26,,,,,,,,
,08-00,11.4,257,0.95,4820.834333214531,0,1,84,26,,,,,,,,
,09-00,11.4,263,0.95,4933.382994690357,0,1,84,26,,,,,,,,
,10-00,11.5,256,0.95,4844.199698608635,0,1,82,32,,,,,,,,
,11-00,11.7,246,0.95,4735.929202627504,0,1,82,32,,,,,,,,
,12-00,11.8,237,0.95,4601.660624024766,0,1,82,32,,,,,,,,
,13-00,11.8,235,0.95,4562.8280449190715,0,1,73,68,,,,,,,,
,14-00,11.8,191,0.95,3708.5113045937987,0,1,73,68,,,,,,,,
,15-00,11.8,150,0.95,2912.443432927067,0,1,73,68,,,,,,,,
,16-00,11.8,177,0.95,3436.6832508539387,0,1,72,74,,,1.0,,,,,
,17-00,11.8,172,0.95,3339.6018030897035,0,1,72,74,,,1.0,,,,,
,18-00,11.9,90,0.95,1762.2750941609538,0,1,72,74,,,,,,,,
,19-00,11.8,91,0.95,1766.8823493090872,0,1,67,88,,,,,,,,
,20-00,11.6,76,0.95,1450.627192355086,0,1,67,88,,,,,,,,
,21-00,11.7,72,0.95,1386.1256202812208,0,1,67,88,,,,,,,,
,22-00,11.6,70,0.95,1336.1039929586316,0,1,64,80,,,,,,,,
,23-00,11.5,64,0.95,1211.0499246521588,0,1,64,80,,,,,,,,
,24-00,11.5,56,0.95,1059.668684070639,0,1,64,80,,,,,,,,
2021-01-22,01-00,11.5,100,0.97,1932.1026758430826,0,1,67,88,,,,,,,,
,02-00,11.5,100,0.97,1932.1026758430826,0,1,67,88,,,,,,,,
,03-00,11.4,100,0.97,1915.3017830096642,0,1,67,88,,,,,,,,
,04-00,11.3,110,0.97,2088.350979193871,0,1,82,34,,,,,,,,
,05-00,11.3,135,0.97,2562.9762017379326,0,1,82,34,,,,,,,,
,06-00,11.0,197,0.97,3640.753477001704,0,1,82,34,,,,,,,,
,07-00,11.2,248,0.97,4666.615993410213,0,1,86,29,,,,,,,,
,08-00,11.2,277,0.97,5212.308992639633,0,1,86,29,,,,,,,,
,09-00,11.2,270,0.97,5080.589992825636,0,1,86,29,,,,,,,,
,10-00,11.4,250,0.97,4788.254457524161,0,1,83,35,,,,,,,,
,11-00,11.8,227,0.97,4500.287154359375,0,1,83,35,,,,,,,,
,12-00,11.5,217,0.97,4192.6628065794885,0,1,83,35,,,,,,,,
,13-00,11.5,217,0.97,4192.6628065794885,0,1,73,62,,,,,,,,
,14-00,11.5,210,0.97,4057.4156192704727,0,1,73,62,,,,,,,,
,15-00,11.6,210,0.97,4092.697494220651,0,1,73,62,,,,,,,,
,16-00,11.6,216,0.97,4209.631708341241,0,1,70,78,,,,,,,,
,17-00,11.6,199,0.97,3878.318101666236,0,1,70,78,,,,,,,,
,18-00,11.8,39,0.97,773.1770881939013,0,1,70,78,,,,,,,,
,19-00,11.8,43,0.97,852.4773023676348,0,1,67,70,,,,,,,,
,20-00,11.8,42,0.97,832.6522488242015,0,1,67,70,,,,,,,,
,21-00,11.8,36,0.97,713.7019275636012,0,1,67,70,,,,,,,,
,22-00,11.8,32,0.97,634.4017133898677,0,1,65,88,,,,,,,,
,23-00,11.8,32,0.97,634.4017133898677,0,1,65,88,,,,,,,,
,24-00,11.6,100,0.97,1948.9035686765005,0,1,65,88,,,,,,,,
2021-01-23,01-00,11.6,100,0.96,1928.8117793087015,0,1,69,83,,,,,,,,
,02-00,11.5,100,0.96,1912.1840915560404,0,1,69,83,,,,,,,,
,03-00,11.5,100,0.96,1912.1840915560404,0,1,69,83,,,,,,,,
,04-00,11.3,114,0.96,2141.9787362978186,0,1,81,54,,,,,,,,
,05-00,11.2,139,0.96,2588.5984293342985,0,1,81,54,,,,,,,,
,06-00,11.5,183,0.96,3499.2968875475535,0,1,81,54,,,,,,,,
,07-00,11.5,232,0.96,4436.267092410014,0,1,86,33,,,,,,,,
,08-00,11.3,257,0.96,4828.846800250345,0,1,86,33,,,,,,,,
,09-00,11.5,244,0.96,4665.729183396738,0,1,86,33,,,,,,,,
,10-00,11.5,232,0.96,4436.267092410014,0,1,83,35,,,,,,,,
,11-00,11.6,230,0.96,4436.267092410013,0,1,83,35,,,,,,,,
,12-00,11.6,227,0.96,4378.402739030753,0,1,83,35,1.0,,,,,,,
,13-00,11.2,228,0.96,4246.046344519569,0,1,75,64,,,,,,,,
,14-00,11.1,255,0.96,4706.467018390758,0,1,75,64,,,,,,,,
,15-00,11.1,252,0.96,4651.0968181743965,0,1,75,64,,,,,,,,
,16-00,11.6,216,0.96,4166.233443306795,0,1,71,80,1.0,,,,,,,
,17-00,11.8,212,0.96,4159.582368205731,0,1,71,80,,,,,,,,
,18-00,11.9,216,0.96,4273.980859944039,0,1,71,80,,,,,,,,
,19-00,12.0,56,0.96,1117.380616978834,0,1,67,88,,,,,,,,
,20-00,12.0,48,0.96,957.7548145532863,0,1,67,88,,,,,,,,
,21-00,12.0,44,0.96,877.9419133405125,0,1,67,88,,,,,,,,
,22-00,12.0,37,0.96,738.2693362181583,0,1,66,90,,,,,,,,
,23-00,12.0,32,0.96,638.5032097021909,0,1,66,90,,,,,,,,
,24-00,11.9,102,0.96,2018.2687394180186,0,1,66,90,,,,,,,,
2021-01-24,01-00,11.9,102,0.98,2060.316004822561,1,1,69,91,,,,,,,,
,02-00,11.9,102,0.98,2060.316004822561,1,1,69,91,,,,,,,,
,03-00,11.9,102,0.98,2060.316004822561,1,1,69,91,,,,,,,,
,04-00,11.6,120,0.98,2362.794429653159,1,1,82,37,,,,,,,,
,05-00,11.3,146,0.98,2800.386673880591,1,1,82,37,,,,,,,,
,06-00,11.3,171,0.98,3279.9049399560345,1,1,82,37,,,,,,,,
,07-00,11.5,252,0.98,4919.093575527914,1,1,87,27,,,,,,,,
,08-00,11.4,280,0.98,5418.13205420466,1,1,87,27,,,,,,,,
,09-00,11.8,264,0.98,5287.770982223795,1,1,87,27,,,,,,,,
,10-00,11.9,246,0.98,4968.997423395588,1,1,85,30,,,,,,,,
,11-00,11.6,248,0.98,4883.108487949863,1,1,85,30,,,,,,,,
,12-00,11.8,223,0.98,4466.564125136008,1,1,85,30,,,,,,,,
,13-00,11.4,211,0.98,4082.949512275654,1,1,75,69,,,,,,,,
,14-00,11.6,196,0.98,3859.2309017668267,1,1,75,69,,,,,,,,
,15-00,11.6,187,0.98,3682.0213195428396,1,1,75,69,,,,,,,,
,16-00,11.6,198,0.98,3898.6108089277127,1,1,72,76,,,,,,,,
,17-00,11.8,163,0.98,3264.7979928124187,1,1,72,76,,,,,,,,
,18-00,11.8,34,0.98,681.0008083167008,1,1,72,76,,,,,,,,
,19-00,11.8,52,0.98,1041.5306480137779,1,1,69,85,,,,,,,,
,20-00,11.8,48,0.98,961.4129058588717,1,1,69,85,,,,,,,,
,21-00,11.8,46,0.98,921.3540347814188,1,1,69,85,,,,,,,,
,22-00,11.8,40,0.98,801.1774215490599,1,1,68,88,,,,,,,,
,23-00,11.8,34,0.98,681.0008083167008,1,1,68,88,,,,,,,,
,24-00,11.8,88,0.98,1762.5903274079317,1,1,68,88,,,,,,,,
2021-01-25,01-00,11.8,88,0.96,1726.6190962363412,0,1,70,91,,,,,,,,
,02-00,11.8,88,0.96,1726.6190962363412,0,1,70,91,,,,,,,,
,03-00,11.8,88,0.96,1726.6190962363412,0,1,70,91,,,,,,,,
,04-00,11.5,112,0.96,2141.646182542765,0,1,83,46,,,,,,,,
,05-00,11.3,136,0.96,2555.3430538289763,0,1,83,46,,,,,,,,
,06-00,11.6,158,0.96,3047.5226113077483,0,1,83,46,,,,,,,,
,07-00,11.3,220,0.96,4133.643175311579,0,1,89,30,,,,,,,,
,08-00,11.8,259,0.96,5081.7539309683225,0,1,89,30,,,,,,,,
,09-00,11.7,243,0.96,4727.417904959111,0,1,89,30,,,,,,,,
,10-00,11.7,249,0.96,4844.144272982792,0,1,86,33,,,,,,,,
,11-00,11.8,254,0.96,4983.650573227621,0,1,86,33,,,,,,,,
,12-00,11.8,236,0.96,4630.478485361096,0,1,86,33,,,,,,,,
,13-00,11.6,236,0.96,4551.995799168535,0,1,78,60,,,,,,,,
,14-00,11.7,230,0.96,4474.510774241134,0,1,78,60,,,,,,,,
,15-00,11.7,220,0.96,4279.966827534998,0,1,78,60,,,,,,,,
,16-00,11.7,216,0.96,4202.149248852544,0,1,73,73,,,,,,,,
,17-00,11.8,190,0.96,3727.927594146646,0,1,73,73,,,,,,,,
,18-00,11.8,44,0.96,863.3095481181706,0,1,73,73,,,,,,,,
,19-00,11.8,47,0.96,922.1715627625913,0,1,69,83,,,,,,,,
,20-00,11.8,44,0.96,863.3095481181706,0,1,69,83,,,,,,,,
,21-00,11.8,43,0.96,843.6888765700303,0,1,69,83,,,,,,,,
,22-00,11.8,35,0.96,686.7235041849084,0,1,68,88,,,,,,,,
,23-00,11.8,35,0.96,686.7235041849084,0,1,68,88,,,,,,,,
,24-00,11.8,34,0.96,667.1028326367681,0,1,68,88,,,,,,,,
2021-01-26,01-00,11.7,111,0.97,2181.9319522760093,0,1,71,89,,,,,,,,
,02-00,11.7,111,0.97,2181.9319522760093,0,1,71,89,,,,,,,,
,03-00,11.7,111,0.97,2181.9319522760093,0,1,71,89,,,,,,,,
,04-00,11.6,111,0.97,2163.2829612309156,0,1,81,40,,,,,,,,
,05-00,11.5,238,0.97,4598.404368506536,0,1,81,40,,,,,,,,
,06-00,11.2,178,0.97,3349.4259952702337,0,1,81,40,,,,,,,,
,07-00,11.2,230,0.97,4327.909993888505,0,1,87,24,,,,,,,,
,08-00,11.3,282,0.97,5353.772510297015,0,1,87,24,,,,,,,,
,09-00,11.1,294,0.97,5482.803367257666,0,1,87,24,,,,,,,,
,10-00,11.3,274,0.97,5201.892439082915,0,1,85,30,,,,,,,,
,11-00,11.6,257,0.97,5008.682171498606,0,1,85,30,,,,,,,,
,12-00,11.7,253,0.97,4973.232287620093,0,1,85,30,,,,,,,,
,13-00,11.8,230,0.97,4559.762314989674,0,1,75,67,,,,,,,,
,14-00,11.6,228,0.97,4443.500136582421,0,1,75,67,,,,,,,,
,15-00,11.7,222,0.97,4363.8639045520185,0,1,75,67,,,,,,,,
,16-00,11.7,218,0.97,4285.235726091622,0,1,72,74,,,,,,,,
,17-00,11.6,200,0.97,3897.807137353001,0,1,72,74,1.0,,,,,,,
,18-00,11.8,210,0.97,4163.261244121007,0,1,72,74,,,,,,,,
,19-00,11.8,49,0.97,971.427623628235,0,1,71,85,,,,,,,,
,20-00,11.6,50,0.97,974.4517843382503,0,1,71,85,,,,,,,,
,21-00,11.7,48,0.97,943.5381415247608,0,1,71,85,,,,,,,,
,22-00,11.8,40,0.97,793.0021417373348,0,1,67,90,,,,,,,,
,23-00,11.8,36,0.97,713.7019275636012,0,1,67,90,,,,,,,,
,24-00,11.6,110,0.97,2143.7939255441506,0,1,67,90,,,,,,,,
2021-01-27,01-00,11.8,110,0.97,2180.7558897776707,0,1,71,91,,,,,,,,
,02-00,11.8,110,0.97,2180.7558897776707,0,1,71,91,,,,,,,,
,03-00,11.7,111,0.97,2181.9319522760093,0,1,71,91,,,,,,,,
,04-00,11.6,112,0.97,2182.7719969176806,0,1,80,45,,,,,,,,
,05-00,11.6,140,0.97,2728.4649961471005,0,1,80,45,,,,,,,,
,06-00,11.5,180,0.97,3477.7848165175483,0,1,80,45,,,,,,,,
,07-00,11.6,242,0.97,4716.3466361971305,0,1,85,32,,,,,,,,
,08-00,11.3,272,0.97,5163.92242127939,0,1,85,32,,,,,,,,
,09-00,11.3,290,0.97,5505.6525815111145,0,1,85,32,,,,,,,,
,10-00,11.5,272,0.97,5255.319278293185,0,1,82,35,,,,,,,,
,11-00,11.6,255,0.97,4969.704100125076,0,1,82,35,,,,,,,,
,12-00,11.8,209,0.97,4143.436190577574,0,1,82,35,,,,,,,,
,13-00,11.8,213,0.97,4222.736404751307,0,1,75,60,,,,,,,,
,14-00,11.2,220,0.97,4139.739994154222,0,1,75,60,,,,,,,,
,15-00,11.2,234,0.97,4403.1779937822175,0,1,75,60,,,,,,,,
,16-00,11.4,235,0.97,4500.959190072712,0,1,73,74,,,,,1.0,,,
,17-00,11.4,211,0.97,4041.286762150392,0,1,73,74,,,,,,,,
,18-00,11.6,38,0.97,740.5833560970702,0,1,73,74,,,,,,,,
,19-00,11.6,48,0.97,935.4737129647202,0,1,70,85,,,,,,,,
,20-00,11.7,48,0.97,943.5381415247608,0,1,70,85,,,,,,,,
,21-00,11.7,48,0.97,943.5381415247608,0,1,70,85,,,,,,,,
,22-00,11.7,40,0.97,786.2817846039674,0,1,70,89,,,,,,,,
,23-00,11.7,36,0.97,707.6536061435706,0,1,70,89,,,,,,,,
,24-00,11.6,34,0.97,662.6272133500102,0,1,70,89,,,,,,,,
2021-01-28,01-00,11.6,106,0.97,2065.8377827970903,0,1,73,81,,,,,,,,
,02-00,11.6,106,0.97,2065.8377827970903,0,1,73,81,,,,,,,,
,03-00,11.6,106,0.97,2065.8377827970903,0,1,73,81,,,,,,,,
,04-00,11.6,106,0.97,2065.8377827970903,0,1,81,48,,,,,,,,
,05-00,11.3,157,0.97,2980.646397576707,0,1,81,48,,,,,,,,
,06-00,11.8,170,0.97,3370.2591023836726,0,1,81,48,,,,,,,,
,07-00,11.4,225,0.97,4309.429011771745,0,1,86,37,,,,,,,,
,08-00,11.5,269,0.97,5197.356198017891,0,1,86,37,,,,,,,,
,09-00,11.4,287,0.97,5496.916117237737,0,1,86,37,,,,,,,,
,10-00,11.7,253,0.97,4973.232287620093,0,1,82,41,,,,,,,,
,11-00,11.8,248,0.97,4916.613278771475,0,1,82,41,,,,,,,,
,12-00,11.6,231,0.97,4501.967243642716,0,1,82,41,,,,,,,,
,13-00,11.6,213,0.97,4151.164601280946,0,1,76,69,,,,,,,,
,14-00,11.6,214,0.97,4170.653636967711,0,1,76,69,,,,,,,,
,15-00,11.5,212,0.97,4096.057672787335,0,1,76,69,,,,,,,,
,16-00,11.5,209,0.97,4038.094592512042,0,1,73,76,,,,,,,,
,17-00,11.8,205,0.97,4064.1359764038407,0,1,73,76,,,,,,,,
,18-00,11.6,40,0.97,779.5614274706002,0,1,73,76,,,,,,,,
,19-00,11.6,49,0.97,954.9627486514852,0,1,72,84,,,,,,,,
,20-00,11.7,50,0.97,982.8522307549592,0,1,72,84,,,,,,,,
,21-00,11.8,46,0.97,911.952462997935,0,1,72,84,,,,,,,,
,22-00,11.8,40,0.97,793.0021417373348,0,1,68,88,,,,,,,,
,23-00,11.8,36,0.97,713.7019275636012,0,1,68,88,,,,,,,,
,24-00,11.7,100,0.97,1965.7044615099185,0,1,68,88,,,,,,,,
2021-01-29,01-00,11.6,100,0.97,1948.9035686765005,0,1,71,91,,,,,,,,
,02-00,11.6,100,0.97,1948.9035686765005,0,1,71,91,,,,,,,,
,03-00,11.6,102,0.97,1987.8816400500305,0,1,71,91,,,,,,,,
,04-00,11.5,110,0.97,2125.3129434273906,0,1,80,59,,,,,,,,
,05-00,11.3,152,0.97,2885.721353067894,0,1,80,59,,,,,,,,
,06-00,11.2,190,0.97,3575.229994951373,0,1,80,59,,,,,,,,
,07-00,11.6,245,0.97,4774.813743257426,0,1,85,36,,,,,,,,
,08-00,11.6,267,0.97,5203.572528366256,0,1,85,36,,,,,,,,
,09-00,11.6,264,0.97,5145.105421305961,0,1,85,36,,,,,,,,
,10-00,11.6,248,0.97,4833.280850317721,0,1,84,33,1.0,,,,,,,
,11-00,11.8,240,0.97,4758.012850424008,0,1,84,33,,,,,,,,
,12-00,11.8,250,0.97,4956.263385858342,0,1,84,33,,,,,,,,
,13-00,11.5,230,0.97,4443.836154439089,0,1,76,67,,,,,,,,
,14-00,11.6,219,0.97,4268.098815401536,0,1,76,67,,1.0,,,,,,
,15-00,11.6,214,0.97,4170.653636967711,0,1,76,67,,,,,,,,
,16-00,11.6,220,0.97,4287.587851088301,0,1,73,79,,,,,,,,
,17-00,11.7,211,0.97,4147.636413785927,0,1,73,79,,,,,,,,
,18-00,11.5,35,0.97,676.2359365450787,0,1,73,79,,,,,,,,
,19-00,11.7,49,0.97,963.19518613986,0,1,70,87,,,,,,,,
,20-00,11.7,49,0.97,963.19518613986,0,1,70,87,,,,,,,,
,21-00,11.7,46,0.97,904.2240522945625,0,1,70,87,,,,,,,,
,22-00,11.7,40,0.97,786.2817846039674,0,1,70,89,,,,,,,,
,23-00,11.7,34,0.97,668.3395169133722,0,1,70,89,,,,,,,,
,24-00,11.7,103,0.97,2024.6755953552158,0,1,70,89,,,,,,,,
2021-01-30,01-00,11.7,103,0.97,2024.6755953552158,0,1,70,62,,,,,,,,
,02-00,11.7,103,0.97,2024.6755953552158,0,1,70,62,,,,,,,,
,03-00,11.7,103,0.97,2024.6755953552158,0,1,70,62,,,,,,,,
